t,angI,Inhibition,Renin,AGT,angII,angII_norm,diacid,ang17,at1r,at2r,ACE2,IR
0.0,351033.40604757617,0.0,9888.0,902590000000.0,0.02100000000194,0.0999904835224872,0.0,9.858000000000002,16.2,5.400000000000001,0.3850817669777473,0.3850817669777473
0.002,2632307.0447256123,73.4333525859005,9886.351162302364,6660596465138.128,0.04394627479577886,0.20924806025886086,6.143833715525811,9.25547263565811,13.820122479719592,4.612432981393748,0.3850817669777473,0.4056430100493448
0.004,4906324.894199323,83.96132305176923,9883.625648618765,12381531148108.13,0.04980634513508039,0.237150501527833,11.711031227572203,8.739698258901026,11.836944042128252,3.9579995374361965,0.3850817669777473,0.42580757904422284
0.006000000000000001,7165864.133477565,88.1819739384424,9880.69349641058,18065632721866.71,0.05369907734471106,0.25568555751966976,16.75228556514406,8.3046755555413,10.170919928774495,3.4090025382005833,0.3850817669777473,0.4455624572959653
0.008,9410898.375655316,90.44943721706504,9877.700657273797,23713138316355.88,0.05703277288199105,0.2715587874557931,21.313853626750987,7.944885688137438,8.770445889730347,2.9481140306469196,0.3850817669777473,0.4648973543355253
0.01,11641493.231794173,91.85873789490398,9874.691611334347,29324283539858.36,0.060162647619149495,0.2864615345179064,25.43794425542874,7.655177152577764,7.593838762991362,2.561447258578777,0.3850817669777473,0.483804387382098
0.012000000000000002,13857730.844414562,92.81492463861436,9871.678790636113,34899302396999.23,0.06321898683504137,0.30101414575493196,29.163072365578596,7.430753553306227,6.606752616842924,2.2375955977016337,0.3850817669777473,0.5022779497990131
0.014,16059698.78365545,93.50266192292789,9868.664356683565,40438427546420.91,0.06626344660713485,0.3155101935953255,32.524382091352415,7.267096644170538,5.7797309256888845,1.9667882850639666,0.3850817669777473,0.5203141358289407
0.016,18247486.34137947,94.01820492229959,9865.644268067957,45941890134749.05,0.0693254760226753,0.33008989844254855,35.55394166652403,7.159985453473254,5.088057033928307,1.7408347450586572,0.3850817669777473,0.5379107827089438
0.018,20421183.22866783,94.41666691836151,9862.611390945787,51409919510043.914,0.07242241813187582,0.3448358383907154,38.28101250872699,7.105528460089869,4.511627042493828,1.5530778266700025,0.3850817669777473,0.5550675541169782
0.02,22580879.115446635,94.73188618180741,9859.558039538615,56842743969823.28,0.07556730771105541,0.359810077896332,40.7322947646156,7.100012262609876,4.032501706142252,1.3975785055779755,0.3850817669777473,0.5717850343672046
0.022000000000000002,24726663.645108268,94.98579275268303,9856.475997673417,62240590233849.44,0.0787662922538033,0.3750418879525594,42.932151375106464,7.139983893497699,3.635774992897301,1.2694036955964838,0.3850817669777473,0.5880651083367747
0.024000000000000004,26858625.940735612,95.19322614190723,9853.357150000798,67603683517122.336,0.08202387780959705,0.3905527238958735,44.90281253972618,7.222222467139809,3.3089414854393655,1.1644157687723933,0.3850817669777473,0.6039107381042329
0.026,28976854.629571054,95.36458875797841,9850.193698991987,72932247418003.38,0.08534324763447103,0.40635774264579927,46.66456229471744,7.34373949479057,3.0416274080113856,1.079183066708749,0.3850817669777473,0.6193258855473889
0.028,31081438.075263668,95.50739048353603,9846.978089185046,78226504726091.62,0.08872687677972013,0.42246872903927457,48.23590876956042,7.501652600236717,2.824286789594477,1.0105479166851632,0.3850817669777473,0.6343149120403482
0.03,33172464.03723731,95.62718987216107,9843.70322185389,83486676400781.27,0.09217584073919485,0.43889080398821034,49.63373954969336,7.693329728448121,2.6494956459198313,0.9560552265001124,0.3850817669777473,0.648883188897218
0.032,35250019.61418111,95.72819017676197,9840.362567298866,88712981948081.22,0.09569191686113766,0.455632430250232,50.873463448316215,7.9163005770622625,2.5107009078504112,0.9135377940112462,0.3850817669777473,0.6630365842969764
0.034,37314191.37623057,95.81362940035827,9836.949983088718,93905639039775.02,0.09927486710964958,0.4726924744289284,51.969139876187015,8.168332314916308,2.403257559791768,0.8814601705160653,0.3850817669777473,0.6767818682189194
