t,angI,Inhibition,Renin,AGT,angII,angII_norm,diacid,ang17,at1r,at2r,ACE2,IR
0.0,351033.40604757617,0.0,9888.0,902590000000.0,0.02100000000194,0.0999904835224872,0.0,9.858000000000002,16.2,5.4,0.3850817669777473,0.3850817669777473
0.002,2621591.769775107,0.0,9879.856022873984,6660597588814.698,0.1559928040659242,0.7427521858637821,0.0,9.256217354076435,13.96255142026762,4.667853879408069,0.3850817669777473,0.40549491808944615
0.004,4883432.887893041,0.0,9849.042478845664,12381539175324.68,0.30020980087314736,1.429434435462976,0.0,8.743123909736532,12.476035941666714,4.206702776827802,0.3850817669777473,0.42524058874964177
0.006000000000000001,7130696.812746555,0.0,9790.087008691497,18065641089951.72,0.44349507540986066,2.1116803345703437,0.0,8.313032842932955,11.631816980487006,3.9773307589864184,0.3850817669777473,0.44433946295576554
0.008,9363476.215646056,0.0,9698.004713566683,23713143163870.164,0.585857846371544,2.7895337775581903,0.0,7.960202213147992,11.326861218171063,3.942481414976811,0.3850817669777473,0.46281296469294414
0.01,11581864.535516785,0.0,9568.525661563468,29324286390801.645,0.7273026324036446,3.463016279738092,0.0,7.679189588298227,11.472495807514209,4.070091499747238,0.3850817669777473,0.48068207149613573
0.012000000000000002,13785952.948087685,0.0,9398.186691874866,34899305160390.168,0.8678354461822271,4.13215647017609,0.0,7.465025804885066,11.995983873077392,4.333860533858167,0.3850817669777473,0.49796662527150237
0.014,15975832.01288913,0.0,9184.123904617234,40438431650193.984,1.0074623564263576,4.79698324478427,0.0,7.313074390187253,12.836010806089352,4.71161859911088,0.3850817669777473,0.5146857692796292
0.016,18151591.695171602,0.0,8924.096466764242,45941895855189.74,1.1461888492614203,5.457522725483095,0.0,7.219062285871531,13.942764831318382,5.185355479559526,0.3850817669777473,0.5308578765732358
0.018,20313321.674001653,0.0,8616.322101197768,51409926546477.625,1.284021129371671,6.113804455576317,0.0,7.179000460514175,15.274562621005668,5.740000400216329,0.3850817669777473,0.5465007199362855
